94.36206865	42.2	211	42.2	161.4058893	115865.7927	267.3131746	154.3333333	84.25	211	0
98.38699101	44	220	44	165.0669898	115746.9332	272.5093271	157.3333333	86.5	220	0
98.38699101	44	220	44	165.0669898	115645.7408	272.5093271	157.3333333	86.5	220	0
93.46764146	41.8	209	41.8	160.5942956	116178.2288	266.1584741	153.6666667	83.75	209	0
94.36206865	42.2	211	42.2	161.4058893	124959.4737	267.3131746	154.3333333	84.25	211	0
92.12600067	41.2	206	41.2	159.3783061	115977.2151	264.4264233	152.6666667	83	206	0
94.36206865	42.2	211	42.2	161.4058893	115553.0733	267.3131746	154.3333333	84.25	211	0
94.36206865	42.2	211	42.2	161.4058893	116324.5305	267.3131746	154.3333333	84.25	211	0
95.70370944	42.8	214	42.8	162.624653	115371.2624	269.0452254	155.3333333	85	214	0

0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
